"667093819,""[{'label': 'POSITIVE', 'score': 0.994224488735199}]"""
"667079818,""[{'label': 'POSITIVE', 'score': 0.9995402097702026}]"""
"667072981,""[{'label': 'NEGATIVE', 'score': 0.9926366806030273}]"""
"667023629,""[{'label': 'POSITIVE', 'score': 0.9992519021034241}]"""
"666934099,""[{'label': 'POSITIVE', 'score': 0.9949172735214233}]"""
"666902517,""[{'label': 'NEGATIVE', 'score': 0.709194004535675}]"""
"666756860,""[{'label': 'POSITIVE', 'score': 0.9998481273651123}]"""
"666603173,""[{'label': 'POSITIVE', 'score': 0.9991100430488586}]"""
"666542833,""[{'label': 'POSITIVE', 'score': 0.99764484167099}]"""
"666364898,""[{'label': 'POSITIVE', 'score': 0.9633640646934509}]"""
"666362679,""[{'label': 'POSITIVE', 'score': 0.9997585415840149}]"""
"666333440,""[{'label': 'POSITIVE', 'score': 0.9974900484085083}]"""
"666301225,""[{'label': 'POSITIVE', 'score': 0.982575535774231}]"""
"666297074,""[{'label': 'POSITIVE', 'score': 0.9841981530189514}]"""
"666277080,""[{'label': 'POSITIVE', 'score': 0.999862790107727}]"""
"666258185,""[{'label': 'NEGATIVE', 'score': 0.9533525109291077}]"""
"666237713,""[{'label': 'POSITIVE', 'score': 0.9930253028869629}]"""
"666236967,""[{'label': 'POSITIVE', 'score': 0.999845027923584}]"""
"666208969,""[{'label': 'POSITIVE', 'score': 0.9998794794082642}]"""
"666075052,""[{'label': 'POSITIVE', 'score': 0.9998124241828918}]"""
"665910063,""[{'label': 'NEGATIVE', 'score': 0.998134434223175}]"""
"665808902,""[{'label': 'POSITIVE', 'score': 0.9998809099197388}]"""
"665724329,""[{'label': 'POSITIVE', 'score': 0.9993249177932739}]"""
"665723381,""[{'label': 'POSITIVE', 'score': 0.8532407283782959}]"""
"665486535,""[{'label': 'NEGATIVE', 'score': 0.7123181223869324}]"""
"665419841,""[{'label': 'POSITIVE', 'score': 0.9998170733451843}]"""
"665245861,""[{'label': 'POSITIVE', 'score': 0.8534567952156067}]"""
"665163867,""[{'label': 'NEGATIVE', 'score': 0.9979498982429504}]"""
"665142678,""[{'label': 'POSITIVE', 'score': 0.9998747110366821}]"""
"665132719,""[{'label': 'NEGATIVE', 'score': 0.8813731074333191}]"""
"664929027,""[{'label': 'POSITIVE', 'score': 0.9984468817710876}]"""
"664668402,""[{'label': 'NEGATIVE', 'score': 0.9992733597755432}]"""
"664665673,""[{'label': 'POSITIVE', 'score': 0.9996883869171143}]"""
"664605295,""[{'label': 'POSITIVE', 'score': 0.9994480013847351}]"""
"664602208,""[{'label': 'POSITIVE', 'score': 0.9991549253463745}]"""
"664599165,""[{'label': 'POSITIVE', 'score': 0.9973357319831848}]"""
"664424633,""[{'label': 'POSITIVE', 'score': 0.9997760653495789}]"""
"664378631,""[{'label': 'POSITIVE', 'score': 0.9996054768562317}]"""
"664132845,""[{'label': 'POSITIVE', 'score': 0.9990733861923218}]"""
"664130489,""[{'label': 'NEGATIVE', 'score': 0.9947656393051147}]"""
"664111486,""[{'label': 'POSITIVE', 'score': 0.9997263550758362}]"""
"664091514,""[{'label': 'POSITIVE', 'score': 0.9977903366088867}]"""
"663693003,""[{'label': 'NEGATIVE', 'score': 0.985754132270813}]"""
"663522186,""[{'label': 'POSITIVE', 'score': 0.9998444318771362}]"""
"663443693,""[{'label': 'POSITIVE', 'score': 0.9877975583076477}]"""
"663374770,""[{'label': 'POSITIVE', 'score': 0.9993035793304443}]"""
"663362365,""[{'label': 'NEGATIVE', 'score': 0.998599112033844}]"""
"663350807,""[{'label': 'POSITIVE', 'score': 0.996123731136322}]"""
"663079041,""[{'label': 'POSITIVE', 'score': 0.9998003840446472}]"""
"662971560,""[{'label': 'POSITIVE', 'score': 0.9995406866073608}]"""
"662786512,""[{'label': 'POSITIVE', 'score': 0.9960689544677734}]"""
"662694762,""[{'label': 'POSITIVE', 'score': 0.9991050362586975}]"""
"662664830,""[{'label': 'POSITIVE', 'score': 0.9985772371292114}]"""
"662641193,""[{'label': 'NEGATIVE', 'score': 0.9993869066238403}]"""
"662600452,""[{'label': 'POSITIVE', 'score': 0.9995707869529724}]"""
"662592140,""[{'label': 'POSITIVE', 'score': 0.9993258714675903}]"""
"662516931,""[{'label': 'POSITIVE', 'score': 0.9978306889533997}]"""
"662233037,""[{'label': 'NEGATIVE', 'score': 0.9965007305145264}]"""
"662156115,""[{'label': 'POSITIVE', 'score': 0.998329222202301}]"""
"662013836,""[{'label': 'POSITIVE', 'score': 0.9992586970329285}]"""
"661955342,""[{'label': 'POSITIVE', 'score': 0.8263450860977173}]"""
"661814158,""[{'label': 'POSITIVE', 'score': 0.9943165183067322}]"""
"661807684,""[{'label': 'NEGATIVE', 'score': 0.7898086309432983}]"""
"661763501,""[{'label': 'POSITIVE', 'score': 0.9994159936904907}]"""
"661743950,""[{'label': 'NEGATIVE', 'score': 0.8658428192138672}]"""
"661666641,""[{'label': 'POSITIVE', 'score': 0.9894605278968811}]"""
"661255238,""[{'label': 'POSITIVE', 'score': 0.9023443460464478}]"""
"660968080,""[{'label': 'NEGATIVE', 'score': 0.9745377898216248}]"""
"660895571,""[{'label': 'POSITIVE', 'score': 0.9931392073631287}]"""
"660868822,""[{'label': 'POSITIVE', 'score': 0.9982184767723083}]"""
"660684135,""[{'label': 'NEGATIVE', 'score': 0.9894531965255737}]"""
"660549776,""[{'label': 'POSITIVE', 'score': 0.9948051571846008}]"""
"660533490,""[{'label': 'POSITIVE', 'score': 0.9971923232078552}]"""
"660438885,""[{'label': 'POSITIVE', 'score': 0.9977657794952393}]"""
"660325857,""[{'label': 'POSITIVE', 'score': 0.8617211580276489}]"""
"660285578,""[{'label': 'NEGATIVE', 'score': 0.9984775185585022}]"""
"660263284,""[{'label': 'POSITIVE', 'score': 0.9715144038200378}]"""
"660238861,""[{'label': 'POSITIVE', 'score': 0.9997990727424622}]"""
"660061838,""[{'label': 'POSITIVE', 'score': 0.9911069273948669}]"""
"660034324,""[{'label': 'POSITIVE', 'score': 0.9995180368423462}]"""
"659790654,""[{'label': 'POSITIVE', 'score': 0.9998162388801575}]"""
"659781438,""[{'label': 'POSITIVE', 'score': 0.9993189573287964}]"""
"659769508,""[{'label': 'POSITIVE', 'score': 0.9991496801376343}]"""
"659760916,""[{'label': 'POSITIVE', 'score': 0.998175859451294}]"""
"659729489,""[{'label': 'POSITIVE', 'score': 0.9996727705001831}]"""
"659463395,""[{'label': 'NEGATIVE', 'score': 0.996009349822998}]"""
"659386558,""[{'label': 'POSITIVE', 'score': 0.9976831674575806}]"""
"659366150,""[{'label': 'NEGATIVE', 'score': 0.9704983234405518}]"""
"659159857,""[{'label': 'POSITIVE', 'score': 0.999455988407135}]"""
"659143345,""[{'label': 'NEGATIVE', 'score': 0.998038113117218}]"""
"659135851,""[{'label': 'POSITIVE', 'score': 0.9865837693214417}]"""
"659068670,""[{'label': 'POSITIVE', 'score': 0.9982010126113892}]"""
"659035553,""[{'label': 'POSITIVE', 'score': 0.9993141889572144}]"""
"658835883,""[{'label': 'POSITIVE', 'score': 0.9993371367454529}]"""
"658827273,""[{'label': 'POSITIVE', 'score': 0.9891812205314636}]"""
"658697573,""[{'label': 'NEGATIVE', 'score': 0.9983052015304565}]"""
"658624005,""[{'label': 'NEGATIVE', 'score': 0.9997298121452332}]"""
"658605834,""[{'label': 'POSITIVE', 'score': 0.9980338215827942}]"""
"658533161,""[{'label': 'NEGATIVE', 'score': 0.9988705515861511}]"""
"658356527,""[{'label': 'NEGATIVE', 'score': 0.9837092161178589}]"""
"658338907,""[{'label': 'POSITIVE', 'score': 0.9997316002845764}]"""
"658336740,""[{'label': 'POSITIVE', 'score': 0.9840339422225952}]"""
"658249715,""[{'label': 'POSITIVE', 'score': 0.9888983368873596}]"""
"658211521,""[{'label': 'NEGATIVE', 'score': 0.7463251352310181}]"""
"658205080,""[{'label': 'POSITIVE', 'score': 0.9997465014457703}]"""
"658181715,""[{'label': 'POSITIVE', 'score': 0.9997628331184387}]"""
"657942587,""[{'label': 'POSITIVE', 'score': 0.932327151298523}]"""
"657601010,""[{'label': 'POSITIVE', 'score': 0.9998225569725037}]"""
"657514703,""[{'label': 'POSITIVE', 'score': 0.9995798468589783}]"""
"657505142,""[{'label': 'NEGATIVE', 'score': 0.9674192070960999}]"""
"657475578,""[{'label': 'POSITIVE', 'score': 0.9001973867416382}]"""
"657429846,""[{'label': 'POSITIVE', 'score': 0.8622837066650391}]"""
"656907182,""[{'label': 'POSITIVE', 'score': 0.9997686743736267}]"""
"656647372,""[{'label': 'POSITIVE', 'score': 0.9988303780555725}]"""
"656488720,""[{'label': 'POSITIVE', 'score': 0.9990206956863403}]"""
"656267615,""[{'label': 'POSITIVE', 'score': 0.9976039528846741}]"""
"656184418,""[{'label': 'POSITIVE', 'score': 0.9998816251754761}]"""
"656142751,""[{'label': 'POSITIVE', 'score': 0.9995261430740356}]"""
"656000962,""[{'label': 'POSITIVE', 'score': 0.9992722868919373}]"""
"655940742,""[{'label': 'NEGATIVE', 'score': 0.9954167604446411}]"""
"655933981,""[{'label': 'POSITIVE', 'score': 0.9998377561569214}]"""
"655891314,""[{'label': 'POSITIVE', 'score': 0.996847927570343}]"""
"655849465,""[{'label': 'NEGATIVE', 'score': 0.9939700365066528}]"""
"655727862,""[{'label': 'POSITIVE', 'score': 0.9994522929191589}]"""
"655549218,""[{'label': 'POSITIVE', 'score': 0.9993264675140381}]"""
"655346617,""[{'label': 'POSITIVE', 'score': 0.993914783000946}]"""
"655333001,""[{'label': 'POSITIVE', 'score': 0.9998624324798584}]"""
"655303646,""[{'label': 'POSITIVE', 'score': 0.9989258646965027}]"""
"655211698,""[{'label': 'POSITIVE', 'score': 0.9998898506164551}]"""
"655118586,""[{'label': 'NEGATIVE', 'score': 0.9990898370742798}]"""
"655103830,""[{'label': 'POSITIVE', 'score': 0.999157190322876}]"""
"654876699,""[{'label': 'POSITIVE', 'score': 0.9953615069389343}]"""
"654875575,""[{'label': 'POSITIVE', 'score': 0.9998119473457336}]"""
"654750950,""[{'label': 'POSITIVE', 'score': 0.9840633869171143}]"""
"654630865,""[{'label': 'POSITIVE', 'score': 0.9982826709747314}]"""
"654423405,""[{'label': 'POSITIVE', 'score': 0.9885882139205933}]"""
"654370766,""[{'label': 'POSITIVE', 'score': 0.9998874664306641}]"""
"654311662,""[{'label': 'POSITIVE', 'score': 0.9982171654701233}]"""
"654277432,""[{'label': 'POSITIVE', 'score': 0.999189555644989}]"""
"654262613,""[{'label': 'NEGATIVE', 'score': 0.9822195768356323}]"""
"654253938,""[{'label': 'POSITIVE', 'score': 0.9992018342018127}]"""
"654228557,""[{'label': 'POSITIVE', 'score': 0.9998167157173157}]"""
"654157584,""[{'label': 'POSITIVE', 'score': 0.9938163757324219}]"""
"654067920,""[{'label': 'POSITIVE', 'score': 0.9991853833198547}]"""
"654000440,""[{'label': 'POSITIVE', 'score': 0.9996116757392883}]"""
"653876809,""[{'label': 'NEGATIVE', 'score': 0.9955810904502869}]"""
"653848409,""[{'label': 'POSITIVE', 'score': 0.9998364448547363}]"""
"653844637,""[{'label': 'NEGATIVE', 'score': 0.9865303635597229}]"""
"653828557,""[{'label': 'POSITIVE', 'score': 0.9998787641525269}]"""
"653746393,""[{'label': 'POSITIVE', 'score': 0.999887228012085}]"""
"653600635,""[{'label': 'POSITIVE', 'score': 0.999789297580719}]"""
"653600185,""[{'label': 'POSITIVE', 'score': 0.9991538524627686}]"""
"653385350,""[{'label': 'POSITIVE', 'score': 0.9995068311691284}]"""
"653253498,""[{'label': 'POSITIVE', 'score': 0.9976134300231934}]"""
"653113919,""[{'label': 'POSITIVE', 'score': 0.9994173049926758}]"""
"652448447,""[{'label': 'POSITIVE', 'score': 0.9998747110366821}]"""
"652359698,""[{'label': 'POSITIVE', 'score': 0.9991434812545776}]"""
"652131848,""[{'label': 'POSITIVE', 'score': 0.9952690005302429}]"""
"651951452,""[{'label': 'POSITIVE', 'score': 0.9923726320266724}]"""
"651942733,""[{'label': 'POSITIVE', 'score': 0.9983996748924255}]"""
"651939148,""[{'label': 'POSITIVE', 'score': 0.9995493292808533}]"""
"651604695,""[{'label': 'POSITIVE', 'score': 0.9994634985923767}]"""
"651588060,""[{'label': 'NEGATIVE', 'score': 0.7110053300857544}]"""
"651485228,""[{'label': 'POSITIVE', 'score': 0.9998469352722168}]"""
"651448936,""[{'label': 'POSITIVE', 'score': 0.6457783579826355}]"""
"651344985,""[{'label': 'POSITIVE', 'score': 0.9990882873535156}]"""
"651254404,""[{'label': 'POSITIVE', 'score': 0.8332352042198181}]"""
"651240969,""[{'label': 'POSITIVE', 'score': 0.99986732006073}]"""
"651195099,""[{'label': 'NEGATIVE', 'score': 0.996038556098938}]"""
"651174980,""[{'label': 'POSITIVE', 'score': 0.99937504529953}]"""
"651114926,""[{'label': 'POSITIVE', 'score': 0.8917326927185059}]"""
"650970688,""[{'label': 'POSITIVE', 'score': 0.9997727274894714}]"""
"650850341,""[{'label': 'POSITIVE', 'score': 0.9994250535964966}]"""
"650797943,""[{'label': 'POSITIVE', 'score': 0.9998749494552612}]"""
"650783012,""[{'label': 'POSITIVE', 'score': 0.9843239188194275}]"""
"650782318,""[{'label': 'POSITIVE', 'score': 0.9982919096946716}]"""
"650641639,""[{'label': 'NEGATIVE', 'score': 0.9905310273170471}]"""
"650513695,""[{'label': 'NEGATIVE', 'score': 0.9713495969772339}]"""
"650483884,""[{'label': 'NEGATIVE', 'score': 0.9516541957855225}]"""
"650466595,""[{'label': 'POSITIVE', 'score': 0.9997369647026062}]"""
"650430073,""[{'label': 'POSITIVE', 'score': 0.8821304440498352}]"""
"650343570,""[{'label': 'POSITIVE', 'score': 0.9993269443511963}]"""
"650263974,""[{'label': 'POSITIVE', 'score': 0.9998900890350342}]"""
"650219396,""[{'label': 'POSITIVE', 'score': 0.9805770516395569}]"""
"650042039,""[{'label': 'POSITIVE', 'score': 0.999832272529602}]"""
"649919324,""[{'label': 'POSITIVE', 'score': 0.9997120499610901}]"""
"649821596,""[{'label': 'POSITIVE', 'score': 0.9998268485069275}]"""
"649697067,""[{'label': 'NEGATIVE', 'score': 0.999381422996521}]"""
"649615606,""[{'label': 'NEGATIVE', 'score': 0.9985554814338684}]"""
"649505825,""[{'label': 'NEGATIVE', 'score': 0.9996230602264404}]"""
"648916547,""[{'label': 'POSITIVE', 'score': 0.9998657703399658}]"""
"648883235,""[{'label': 'POSITIVE', 'score': 0.8870348930358887}]"""
"648859281,""[{'label': 'POSITIVE', 'score': 0.9998898506164551}]"""
"648849806,""[{'label': 'POSITIVE', 'score': 0.9956890940666199}]"""
"648834070,""[{'label': 'NEGATIVE', 'score': 0.9951517581939697}]"""
"648807816,""[{'label': 'NEGATIVE', 'score': 0.993885338306427}]"""
"648754199,""[{'label': 'NEGATIVE', 'score': 0.9992121458053589}]"""
"648706924,""[{'label': 'POSITIVE', 'score': 0.8749849200248718}]"""
"648628091,""[{'label': 'NEGATIVE', 'score': 0.9019582867622375}]"""
"648484730,""[{'label': 'NEGATIVE', 'score': 0.9858518838882446}]"""
"648472485,""[{'label': 'POSITIVE', 'score': 0.9992733597755432}]"""
"648444997,""[{'label': 'POSITIVE', 'score': 0.9756082892417908}]"""
"648300626,""[{'label': 'NEGATIVE', 'score': 0.9259353876113892}]"""
"648121774,""[{'label': 'POSITIVE', 'score': 0.9822061061859131}]"""
"648095539,""[{'label': 'NEGATIVE', 'score': 0.9992879033088684}]"""
"648071099,""[{'label': 'POSITIVE', 'score': 0.9984446167945862}]"""
"647888575,""[{'label': 'NEGATIVE', 'score': 0.6136564016342163}]"""
"647822351,""[{'label': 'NEGATIVE', 'score': 0.9650014638900757}]"""
"647735670,""[{'label': 'POSITIVE', 'score': 0.9997729659080505}]"""
"647667853,""[{'label': 'POSITIVE', 'score': 0.9996746778488159}]"""
"647569763,""[{'label': 'POSITIVE', 'score': 0.9988508224487305}]"""
"647494425,""[{'label': 'POSITIVE', 'score': 0.990565836429596}]"""
"647490301,""[{'label': 'POSITIVE', 'score': 0.9992864727973938}]"""
"647484797,""[{'label': 'NEGATIVE', 'score': 0.6430885195732117}]"""
"647465079,""[{'label': 'POSITIVE', 'score': 0.9994620680809021}]"""
"647464939,""[{'label': 'NEGATIVE', 'score': 0.9975729584693909}]"""
"647328225,""[{'label': 'NEGATIVE', 'score': 0.9989916682243347}]"""
"647274482,""[{'label': 'POSITIVE', 'score': 0.9995001554489136}]"""
"647135021,""[{'label': 'POSITIVE', 'score': 0.9996405839920044}]"""
"647092615,""[{'label': 'POSITIVE', 'score': 0.9990733861923218}]"""
"647071571,""[{'label': 'POSITIVE', 'score': 0.964205801486969}]"""
"647038712,""[{'label': 'POSITIVE', 'score': 0.9905253052711487}]"""
"647001327,""[{'label': 'POSITIVE', 'score': 0.9998192191123962}]"""
"646913356,""[{'label': 'NEGATIVE', 'score': 0.9959567189216614}]"""
"646901894,""[{'label': 'POSITIVE', 'score': 0.99959796667099}]"""
"646890539,""[{'label': 'NEGATIVE', 'score': 0.9173271059989929}]"""
"646858337,""[{'label': 'POSITIVE', 'score': 0.9923337697982788}]"""
"646759861,""[{'label': 'POSITIVE', 'score': 0.9998350143432617}]"""
"646753240,""[{'label': 'NEGATIVE', 'score': 0.9995728135108948}]"""
"646707544,""[{'label': 'POSITIVE', 'score': 0.9961042404174805}]"""
"646701623,""[{'label': 'NEGATIVE', 'score': 0.9966523051261902}]"""
"646552469,""[{'label': 'NEGATIVE', 'score': 0.6881421208381653}]"""
"646499502,""[{'label': 'NEGATIVE', 'score': 0.9886364340782166}]"""
"646476331,""[{'label': 'POSITIVE', 'score': 0.9055783748626709}]"""
"646466731,""[{'label': 'NEGATIVE', 'score': 0.7683238387107849}]"""
"646446513,""[{'label': 'NEGATIVE', 'score': 0.9899339079856873}]"""
"646423425,""[{'label': 'POSITIVE', 'score': 0.996712327003479}]"""
"646389071,""[{'label': 'NEGATIVE', 'score': 0.9826092720031738}]"""
"646322909,""[{'label': 'POSITIVE', 'score': 0.9907612204551697}]"""
"646243168,""[{'label': 'POSITIVE', 'score': 0.9744932055473328}]"""
"646223504,""[{'label': 'POSITIVE', 'score': 0.9989666938781738}]"""
"646219083,""[{'label': 'NEGATIVE', 'score': 0.9076908826828003}]"""
"646216848,""[{'label': 'POSITIVE', 'score': 0.9975050091743469}]"""
"646207587,""[{'label': 'POSITIVE', 'score': 0.9997403025627136}]"""
"646128887,""[{'label': 'POSITIVE', 'score': 0.9982751607894897}]"""
"646006193,""[{'label': 'POSITIVE', 'score': 0.9997709393501282}]"""
"645867904,""[{'label': 'POSITIVE', 'score': 0.9946186542510986}]"""
"645712423,""[{'label': 'POSITIVE', 'score': 0.9767010807991028}]"""
"645656734,""[{'label': 'POSITIVE', 'score': 0.9980872273445129}]"""
"645351564,""[{'label': 'POSITIVE', 'score': 0.9993233680725098}]"""
"645320905,""[{'label': 'NEGATIVE', 'score': 0.9910668730735779}]"""
"645245762,""[{'label': 'POSITIVE', 'score': 0.9863007068634033}]"""
"645088792,""[{'label': 'POSITIVE', 'score': 0.9991369843482971}]"""
"644888113,""[{'label': 'POSITIVE', 'score': 0.8758080005645752}]"""
"644886121,""[{'label': 'POSITIVE', 'score': 0.9993789196014404}]"""
"644757890,""[{'label': 'NEGATIVE', 'score': 0.9728088974952698}]"""
"644753275,""[{'label': 'POSITIVE', 'score': 0.9978243112564087}]"""
"644681559,""[{'label': 'POSITIVE', 'score': 0.9583112001419067}]"""
"644673956,""[{'label': 'POSITIVE', 'score': 0.9961466789245605}]"""
"644662728,""[{'label': 'POSITIVE', 'score': 0.9997360110282898}]"""
"644646494,""[{'label': 'POSITIVE', 'score': 0.9991963505744934}]"""
"644615085,""[{'label': 'NEGATIVE', 'score': 0.9245396256446838}]"""
"644533706,""[{'label': 'POSITIVE', 'score': 0.9998180270195007}]"""
"644515261,""[{'label': 'POSITIVE', 'score': 0.9998446702957153}]"""
"644480787,""[{'label': 'POSITIVE', 'score': 0.9963819980621338}]"""
"644435072,""[{'label': 'POSITIVE', 'score': 0.9985185265541077}]"""
"644423763,""[{'label': 'POSITIVE', 'score': 0.9992396831512451}]"""
"644391939,""[{'label': 'POSITIVE', 'score': 0.9998315572738647}]"""
"644334601,""[{'label': 'POSITIVE', 'score': 0.7468698024749756}]"""
"644234622,""[{'label': 'NEGATIVE', 'score': 0.5010976791381836}]"""
"644207802,""[{'label': 'POSITIVE', 'score': 0.9998388290405273}]"""
"644198402,""[{'label': 'POSITIVE', 'score': 0.9548911452293396}]"""
"644141104,""[{'label': 'POSITIVE', 'score': 0.995559573173523}]"""
"644117022,""[{'label': 'POSITIVE', 'score': 0.9986054301261902}]"""
"643982268,""[{'label': 'POSITIVE', 'score': 0.9981910586357117}]"""
"643940730,""[{'label': 'POSITIVE', 'score': 0.9998278617858887}]"""
"643934456,""[{'label': 'NEGATIVE', 'score': 0.6034170985221863}]"""
"643895752,""[{'label': 'POSITIVE', 'score': 0.9992793202400208}]"""
"643881415,""[{'label': 'NEGATIVE', 'score': 0.9917219281196594}]"""
"643665572,""[{'label': 'POSITIVE', 'score': 0.9968599081039429}]"""
"643654267,""[{'label': 'POSITIVE', 'score': 0.990176260471344}]"""
"643637259,""[{'label': 'POSITIVE', 'score': 0.9996715784072876}]"""
"643624675,""[{'label': 'POSITIVE', 'score': 0.999762237071991}]"""
"643475292,""[{'label': 'POSITIVE', 'score': 0.9990622401237488}]"""
"643466960,""[{'label': 'POSITIVE', 'score': 0.9650106430053711}]"""
"643428162,""[{'label': 'POSITIVE', 'score': 0.9982422590255737}]"""
"643422295,""[{'label': 'NEGATIVE', 'score': 0.9965576529502869}]"""
"643272932,""[{'label': 'POSITIVE', 'score': 0.8972765803337097}]"""
"643162499,""[{'label': 'NEGATIVE', 'score': 0.9985095858573914}]"""
"642957807,""[{'label': 'NEGATIVE', 'score': 0.5853248834609985}]"""
"642829300,""[{'label': 'POSITIVE', 'score': 0.9995917677879333}]"""
"642826840,""[{'label': 'POSITIVE', 'score': 0.9966641068458557}]"""
"642784080,""[{'label': 'POSITIVE', 'score': 0.9475633502006531}]"""
"642738471,""[{'label': 'POSITIVE', 'score': 0.999643087387085}]"""
"642585839,""[{'label': 'POSITIVE', 'score': 0.9993501305580139}]"""
"642556031,""[{'label': 'POSITIVE', 'score': 0.9973123073577881}]"""
"642538330,""[{'label': 'NEGATIVE', 'score': 0.997543215751648}]"""
"642534419,""[{'label': 'NEGATIVE', 'score': 0.9996784925460815}]"""
"642511654,""[{'label': 'POSITIVE', 'score': 0.9936463832855225}]"""
"642502799,""[{'label': 'POSITIVE', 'score': 0.9997710585594177}]"""
"642344564,""[{'label': 'POSITIVE', 'score': 0.8287408947944641}]"""
"642327741,""[{'label': 'NEGATIVE', 'score': 0.9491355419158936}]"""
"642111285,""[{'label': 'POSITIVE', 'score': 0.9998107552528381}]"""
"641999778,""[{'label': 'POSITIVE', 'score': 0.99950110912323}]"""
"641971317,""[{'label': 'POSITIVE', 'score': 0.9997856020927429}]"""
"641953389,""[{'label': 'POSITIVE', 'score': 0.9998624324798584}]"""
"641925696,""[{'label': 'POSITIVE', 'score': 0.9992650151252747}]"""
"641894325,""[{'label': 'POSITIVE', 'score': 0.9939746260643005}]"""
"641702414,""[{'label': 'NEGATIVE', 'score': 0.9906443357467651}]"""
"641689804,""[{'label': 'NEGATIVE', 'score': 0.9532838463783264}]"""
"641687100,""[{'label': 'POSITIVE', 'score': 0.9998094439506531}]"""
"641678126,""[{'label': 'POSITIVE', 'score': 0.9998816251754761}]"""
"641583766,""[{'label': 'POSITIVE', 'score': 0.9995243549346924}]"""
"641504543,""[{'label': 'POSITIVE', 'score': 0.9997182488441467}]"""
"641443147,""[{'label': 'POSITIVE', 'score': 0.9996193647384644}]"""
"641438636,""[{'label': 'NEGATIVE', 'score': 0.666452169418335}]"""
"641398372,""[{'label': 'POSITIVE', 'score': 0.9998350143432617}]"""
"641371536,""[{'label': 'POSITIVE', 'score': 0.9983610510826111}]"""
"641242774,""[{'label': 'NEGATIVE', 'score': 0.9987348914146423}]"""
"641140654,""[{'label': 'POSITIVE', 'score': 0.9998501539230347}]"""
