Review_ID;label;score
635563003;NEGATIVE;0.993535519
635328081;POSITIVE;0.998632252
635321205;NEGATIVE;0.997876287
635155975;POSITIVE;0.999738276
635153495;POSITIVE;0.998458862
635146061;POSITIVE;0.999655604
635034738;POSITIVE;0.999792635
634641453;NEGATIVE;0.99944073
634532758;POSITIVE;0.991166532
634518245;POSITIVE;0.97184056
634289809;POSITIVE;0.99689734
634068727;POSITIVE;0.997730792
633941812;NEGATIVE;0.999776185
633935860;POSITIVE;0.999647737
633917478;POSITIVE;0.999680996
633871918;POSITIVE;0.908065081
633866608;NEGATIVE;0.998628378
633745686;POSITIVE;0.999738038
633611617;POSITIVE;0.98472482
633563142;NEGATIVE;0.994140804
633325652;POSITIVE;0.997878671
633178209;POSITIVE;0.999570549
633170265;NEGATIVE;0.99939096
633163763;NEGATIVE;0.99788326
632891929;POSITIVE;0.999688506
632742313;NEGATIVE;0.998919845
632731756;POSITIVE;0.999296784
632699589;POSITIVE;0.995727777
632690362;NEGATIVE;0.93217665
632689856;POSITIVE;0.896357775
632658864;NEGATIVE;0.998979509
632617782;POSITIVE;0.999813735
632538340;NEGATIVE;0.998922229
632445331;NEGATIVE;0.987481058
632355808;POSITIVE;0.999165297
632309460;POSITIVE;0.999862551689148}
632235808;POSITIVE;0.999731481
632166205;POSITIVE;0.992342293
632080848;POSITIVE;0.999437392
632073306;POSITIVE;0.99661094
631899580;POSITIVE;0.999841094
631882178;POSITIVE;0.99821341
631880137;POSITIVE;0.994531333
631835779;POSITIVE;0.999701321
631779600;POSITIVE;0.999595821
631655704;POSITIVE;0.995215416
631595181;POSITIVE;0.828147233
631572389;POSITIVE;0.999648571
631564893;POSITIVE;0.997800171
631523191;POSITIVE;0.9998703
631514586;POSITIVE;0.999567688
631509526;NEGATIVE;0.994543791
631506831;POSITIVE;0.999272406
631488697;NEGATIVE;0.999065936
631408607;POSITIVE;0.999043405
631342147;POSITIVE;0.999346911907196}
631159389;POSITIVE;0.998403728
631139179;NEGATIVE;0.998162925
631119122;NEGATIVE;0.999672174
631108150;POSITIVE;0.986045777797699}
630734380;POSITIVE;0.9967103
630622822;NEGATIVE;0.804937541
630589692;POSITIVE;0.999810516834259}
630507279;POSITIVE;0.999577463
630255018;POSITIVE;0.999663591
630000067;POSITIVE;0.999658108
629864194;POSITIVE;0.999708116
629833707;NEGATIVE;0.997651994228363}
629794785;NEGATIVE;0.98562479
629761427;POSITIVE;0.999628067
629551829;POSITIVE;0.997437596321106}
629547840;POSITIVE;0.5236817
629471128;POSITIVE;0.999871015548706}
629385659;POSITIVE;0.999627352
629140160;POSITIVE;0.999865174
629071193;NEGATIVE;0.999771416
628762297;POSITIVE;0.999413371
628375545;POSITIVE;0.999852896
628361198;POSITIVE;0.999873757
628063475;POSITIVE;0.997597039
628047597;POSITIVE;0.999780357
627946461;NEGATIVE;0.96900481
627600766;POSITIVE;0.971650004
627161628;POSITIVE;0.999879956
627000176;POSITIVE;0.999185741
626940764;POSITIVE;0.858609139919281}
626923350;POSITIVE;0.999850154
626884107;POSITIVE;0.999864817
626863925;NEGATIVE;0.993557274
626862391;POSITIVE;0.635237157
626830488;POSITIVE;0.999076962
626390967;POSITIVE;0.880918384
626374682;POSITIVE;0.999761879
626331842;POSITIVE;0.979872942
626016783;POSITIVE;0.999589264
625739774;NEGATIVE;0.998531938
625675803;POSITIVE;0.999877691
625623706;POSITIVE;0.999100089
625141875;POSITIVE;0.998917103
625139064;NEGATIVE;0.998654246
625102886;POSITIVE;0.999527454
625065180;NEGATIVE;0.905834377
624884437;NEGATIVE;0.99972564
624857744;POSITIVE;0.999801934
624808403;POSITIVE;0.992125452
624722169;POSITIVE;0.999068677
624611488;POSITIVE;0.995798886
624567771;POSITIVE;0.999678373336792}
624338561;POSITIVE;0.998776972
624203838;POSITIVE;0.998624921
624183786;NEGATIVE;0.999644637
624135894;POSITIVE;0.997616291
623831582;POSITIVE;0.999868631362915}
623793397;POSITIVE;0.999859452
623774162;POSITIVE;0.616802156
623685299;POSITIVE;0.994739234
623628507;POSITIVE;0.998127043
623581485;NEGATIVE;0.996872485
623356811;POSITIVE;0.999543726
623339896;POSITIVE;0.999605834
623192942;POSITIVE;0.999327302
623163888;POSITIVE;0.998494148
623087249;NEGATIVE;0.999711573
623063730;POSITIVE;0.99965500831604}]
622786289;POSITIVE;0.997928381
622773202;NEGATIVE;0.998009264
622644714;POSITIVE;0.998563707
622636991;POSITIVE;0.988320827
622602871;NEGATIVE;0.995259106
622574630;POSITIVE;0.999821961
622508318;POSITIVE;0.997530996799469}
622358681;POSITIVE;0.999879241
622336927;POSITIVE;0.999857306
622000315;POSITIVE;0.998562157
621997514;POSITIVE;0.984734893
621863519;POSITIVE;0.999853611
621805683;POSITIVE;0.999075294
621719662;NEGATIVE;0.96592116355896}]
621687319;NEGATIVE;0.534283996
621662561;POSITIVE;0.998781621
621647330;POSITIVE;0.944779694
621636935;NEGATIVE;0.968448043
621634137;NEGATIVE;0.997343719
621625152;NEGATIVE;0.997653782
621624440;POSITIVE;0.996874452
621618004;POSITIVE;0.989444315
621616126;POSITIVE;0.978240073
621615723;POSITIVE;0.971731007
621574811;NEGATIVE;0.998944581
621228157;POSITIVE;0.999476731
621185131;POSITIVE;0.9998312
621027918;NEGATIVE;0.966680645942688}
620944353;NEGATIVE;0.815525293
620911243;POSITIVE;0.991159975528717}
620772597;POSITIVE;0.994573414
620582661;POSITIVE;0.97737807
620580249;POSITIVE;0.996997237
620491395;POSITIVE;0.993489623
620412199;POSITIVE;0.999634981
620389712;NEGATIVE;0.991336464881897}
620352169;POSITIVE;0.997290015
620201737;POSITIVE;0.99926585
619980807;POSITIVE;0.998506963
619876833;POSITIVE;0.999665379524231}
619783696;POSITIVE;0.936952829
619631589;NEGATIVE;0.986776769
619521483;POSITIVE;0.999753535
619466210;POSITIVE;0.995008111000061}
619464525;POSITIVE;0.999628663
619461372;POSITIVE;0.990716875
619302453;POSITIVE;0.999858499
619102029;POSITIVE;0.527240276
619045129;POSITIVE;0.996606946
618896999;POSITIVE;0.999880552
618848461;POSITIVE;0.99429518
618777928;POSITIVE;0.999720752
618758330;POSITIVE;0.989080489
618747817;POSITIVE;0.999836326
618622899;POSITIVE;0.995164394
618549429;POSITIVE;0.997748435
618522267;POSITIVE;0.999548733
618386048;POSITIVE;0.93695575
618350301;POSITIVE;0.808693528175354}
618317714;POSITIVE;0.996688306
618119261;POSITIVE;0.789562463760376}
618090199;POSITIVE;0.999767959
618076912;NEGATIVE;0.999149561
618046367;NEGATIVE;0.999700069
617825096;POSITIVE;0.996921718120575}
617749514;POSITIVE;0.999780715
617553209;NEGATIVE;0.985923171043396}
617540725;NEGATIVE;0.861033738
617110599;POSITIVE;0.998369157
617078080;NEGATIVE;0.521621943
616936651;POSITIVE;0.999705970287323}
616762994;NEGATIVE;0.999785364
616709789;POSITIVE;0.999833941
616527329;POSITIVE;0.999083877
616363258;POSITIVE;0.983693898
616348932;POSITIVE;0.99525851
616143206;POSITIVE;0.999847651
616100531;POSITIVE;0.998933256
616087555;NEGATIVE;0.966301382
615986498;POSITIVE;0.999710738658905}
615759278;POSITIVE;0.989023685
615735872;POSITIVE;0.999867558
615695705;POSITIVE;0.987138927
615613632;POSITIVE;0.999756038
615587890;POSITIVE;0.999398828
615560098;POSITIVE;0.994714677
615139075;NEGATIVE;0.991049528
615022892;POSITIVE;0.993380308
614974999;NEGATIVE;0.991460085
614974565;POSITIVE;0.99986732006073}]
614973440;POSITIVE;0.948690832
614892974;POSITIVE;0.980249524
614741477;POSITIVE;0.997248232
614501249;POSITIVE;0.99623692
614455738;NEGATIVE;0.658124447
614241276;POSITIVE;0.989781976
614217596;POSITIVE;0.999444425
614154460;POSITIVE;0.992403805
614021288;POSITIVE;0.999868512
613921881;NEGATIVE;0.999812662601471}
613715473;NEGATIVE;0.998550475
613552262;POSITIVE;0.999829054
613480019;NEGATIVE;0.9888919
613414484;POSITIVE;0.999338925
613341015;POSITIVE;0.999848366
613339954;POSITIVE;0.998830378
613044968;POSITIVE;0.999815524
613021545;POSITIVE;0.99935919
612973822;POSITIVE;0.998959899
612931046;POSITIVE;0.999849558
612929975;POSITIVE;0.998109341
612787561;POSITIVE;0.999327183
612515428;POSITIVE;0.999733865
612442998;POSITIVE;0.999578178
612301758;POSITIVE;0.967846572
612212885;POSITIVE;0.969534039
611919425;NEGATIVE;0.994791627
611892744;NEGATIVE;0.953631699
611613195;POSITIVE;0.995310366153717}
611506887;POSITIVE;0.996061623
611423833;NEGATIVE;0.995323479
611304998;POSITIVE;0.999787509
611291214;NEGATIVE;0.766267121
611273018;POSITIVE;0.999025941
611257446;POSITIVE;0.999826133
611246355;POSITIVE;0.996005237
610895696;POSITIVE;0.999764383
610859659;NEGATIVE;0.865895092
610782583;POSITIVE;0.999667048
610413178;NEGATIVE;0.985850275
610373441;POSITIVE;0.999793828
610189010;POSITIVE;0.999609888
610044454;POSITIVE;0.999129832
609766533;POSITIVE;0.999861836
609718036;POSITIVE;0.99985075
609708656;POSITIVE;0.999591887
609410538;NEGATIVE;0.983101308
609401410;POSITIVE;0.999597847
609356988;POSITIVE;0.992959499
609062554;POSITIVE;0.99867636
609022885;POSITIVE;0.999859452
608916165;POSITIVE;0.998738945
608771616;NEGATIVE;0.989386201
608726524;POSITIVE;0.99940753
608708841;NEGATIVE;0.999645829
608674710;POSITIVE;0.833935082
608497862;POSITIVE;0.998785079
608475522;POSITIVE;0.987606466
608312838;POSITIVE;0.999751627445221}
608308392;POSITIVE;0.997255147
608263107;NEGATIVE;0.971675217
608250678;POSITIVE;0.999867439
608189325;NEGATIVE;0.999716222
608155012;POSITIVE;0.999821842
607862846;NEGATIVE;0.974106669
607732296;POSITIVE;0.996801257
607546941;NEGATIVE;0.999552667
607528996;POSITIVE;0.999789178
607203304;NEGATIVE;0.975650847
607190939;POSITIVE;0.98347407579422}]
606904235;POSITIVE;0.998834074
606844266;POSITIVE;0.999278009
606587111;NEGATIVE;0.997541069984436}
606564906;POSITIVE;0.958239079
606266865;NEGATIVE;0.979230106
606245481;POSITIVE;0.99444443
606168992;NEGATIVE;0.998625398
606117019;POSITIVE;0.999535322189331}
606070688;POSITIVE;0.912581503
605962550;POSITIVE;0.999756634
605841296;POSITIVE;0.99984467
605814920;NEGATIVE;0.660695732
605317359;POSITIVE;0.999774516
605299762;NEGATIVE;0.931801498
605245996;POSITIVE;0.991292059
605148350;POSITIVE;0.999864221
605072897;POSITIVE;0.999159574508667}
605036499;POSITIVE;0.999757469
605005867;POSITIVE;0.980486572
604960810;POSITIVE;0.995245993
604919906;POSITIVE;0.991842747
604721761;POSITIVE;0.999071836
604124017;POSITIVE;0.996274352
603879913;POSITIVE;0.999881625
603719147;POSITIVE;0.999679565
603690331;POSITIVE;0.998156965
603689683;POSITIVE;0.999685049
603684918;POSITIVE;0.999203503
603658549;POSITIVE;0.999685049
603578635;NEGATIVE;0.999472082
603186563;POSITIVE;0.999629855
603179375;POSITIVE;0.992709994
603029626;POSITIVE;0.987899899482727}
602943307;POSITIVE;0.999842167
602899330;POSITIVE;0.998600543
602720698;POSITIVE;0.999862909
602624727;POSITIVE;0.999740064
602578967;POSITIVE;0.982445836
602570893;POSITIVE;0.999731004
602279873;NEGATIVE;0.97404772
602256290;POSITIVE;0.972141385
602115683;POSITIVE;0.999865294
601975845;POSITIVE;0.998465895652771}
601959321;POSITIVE;0.999219418
601666334;POSITIVE;0.999343336
601651411;POSITIVE;0.999701917
601345881;POSITIVE;0.957491755
601315894;POSITIVE;0.999869227
600999272;POSITIVE;0.999723852
